Case_id;Replayed;Model_Fitness_Initial;Alignment_Fitness_Initial;Model_Fitness_Final;Alignment_Fitness_Final;Time;|Alignment| Initial;|Alignment| Final;|Trace|;|Parikh_Trace|;|Model's Move|;Alignment
407|;1;0,572727272727273;0,263598326359833;0,627272727272727;0,312217194570136;1,58418893814087;166;145;104;110;110;[L/M]A|[L]FE|[M]C|[L/M]E|[L/M]BS|[L/M]P|[L]DK|[L/M]Q|[L]DM|[L]DX|[L/M]R|[M]T|[L]DT|[M]U|[L]DR|[M]V|[L]DW|[M]S|[L]DQ|[M]F|[L]T|[M]W|[L]V|[M]t70t114|[L]DV|[M]DK|[L]DS|[M]t22t43|[L]U|[M]DM|[L]DU|[L]S|[M]DT|[L]DP|[M]DX|[L]DN|[M]DQ|[L]F|[M]DR|[L]DL|[M]DS|[L]W|[M]DV|[L]EO|[M]DW|[L]EQ|[M]DU|[L/M]AR|[M]DP|[L/M]AS|[L]EU|[M]DN|[L/M]AT|[M]DL|[L]EW|[M]t115t144|[L/M]AW|[M]EO|[L/M]AX|[M]EQ|[L]EV|[M]ES|[L/M]AV|[M]ER|[L/M]EP|[L/M]FC|[L/M]X|[L/M]FF|[L/M]FG|[L/M]FE|[L/M]FD|[L/M]EO|[L/M]EQ|[L/M]ES|[L/M]ER|[L/M]EP|[L/M]FC|[L/M]FG|[L/M]FE|[L/M]FF|[L/M]FD|[L/M]EO|[L]FC|[L/M]EQ|[L/M]ES|[L]DN|[M]ER|[L/M]EP|[L/M]FC|[L/M]FF|[L/M]FG|[L/M]FE|[L/M]FD|[L/M]EO|[L/M]EQ|[L]ET|[M]ES|[L/M]ER|[L/M]EP|[L]EO|[L/M]FC|[L/M]FG|[L]C|[M]FE|[L/M]FF|[L/M]FD|[L/M]EO|[L/M]EQ|[L]ES|[M]ET|[L/M]ER|[L/M]EP|[L]FG|[M]FC|[L/M]FE|[L/M]FF|[M]FG|[L/M]FD|[M]EO|[M]EU|[L]ES|[M]EW|[L]ER|[M]EV|[L/M]EP|[M]t145t114|[L/M]DK|[L/M]DM|[L/M]DX|[L/M]DT|[L/M]DQ|[L/M]DV|[L/M]DS|[L/M]DW|[L/M]DR|[L/M]DU|[L/M]DP|[L]ER|[M]DN|[L/M]DL|[M]t115t71|[M]t23t3|[L/M]BT|[L/M]D|[L/M]B|
259|;1;0,4;0,152542372881356;0,511111111111111;0,223300970873786;0,50426197052002;77;63;41;45;45;[L/M]A|[L/M]C|[L/M]BS|[L/M]E|[L/M]P|[L]DK|[L/M]Q|[L]EH|[L]DX|[L]DZ|[M]R|[L]EE|[M]T|[L]EJ|[M]U|[L]R|[M]V|[L]EN|[M]S|[L]EB|[L]T|[M]t70t114|[L]EG|[M]DK|[L]U|[M]DX|[L]V|[M]EE|[L]EK|[M]DZ|[L]EF|[M]EG|[L]S|[M]EJ|[L]EI|[M]EB|[L/M]EA|[L]B|[M]EF|[L/M]F|[M]EI|[L/M]EE|[L/M]W|[M]EH|[L/M]AG|[M]EN|[L/M]AM|[L/M]AO|[L/M]EF|[M]EK|[L/M]AP|[M]t135t128|[L/M]DY|[L/M]AQ|[L/M]AN|[L/M]DL|[M]t115t71|[L/M]BT|[L/M]AH|[L/M]X|[M]t23t3|[L/M]D|[M]B|
255|;1;0,59375;0,27536231884058;0,625;0,303030303030303;0,356576919555664;55;43;31;32;32;[L/M]A|[L]BT|[L/M]C|[L/M]E|[L/M]BS|[L/M]P|[L/M]Q|[L/M]CO|[L/M]DB|[L/M]R|[M]T|[L]X|[M]U|[L/M]V|[M]S|[L]T|[M]F|[L/M]CX|[L]U|[M]W|[L]S|[M]AG|[L/M]DF|[L]F|[L/M]DE|[L]W|[M]AM|[L/M]DC|[L]AG|[M]AP|[L/M]CP|[L]AM|[L/M]AQ|[L/M]AO|[M]AN|[L/M]AH|[M]X|[L]AP|[M]t23t3|[L]AN|[M]BT|[L/M]D|[L/M]B|
406|;1;0,417582417582417;0,165217391304348;0,43956043956044;0,178571428571429;1,44208908081055;147;132;81;91;91;[L/M]A|[L/M]C|[L]DQ|[M]E|[L/M]G|[L]O|[M]I|[L]DK|[L/M]J|[M]K|[L/M]I|[L/M]BS|[M]J|[L/M]L|[M]K|[L]DM|[M]I|[L/M]J|[L/M]K|[L]DX|[L]DT|[M]I|[L]M|[M]J|[L]I|[M]O|[L]DR|[M]t9t7|[L]DV|[M]M|[L]DW|[M]H|[L]DS|[M]F|[L]E|[M]W|[L]K|[M]t70t114|[L]DP|[M]DK|[L]I|[M]t22t43|[L]DN|[M]DM|[L]J|[L]DL|[M]DT|[L]K|[M]DX|[L]DU|[M]DQ|[L]I|[M]DR|[L]EO|[M]DS|[L]J|[M]DV|[L]EY|[M]DW|[L]H|[M]DU|[L]FA|[M]DP|[L]F|[M]DN|[L]W|[M]DL|[L]EZ|[M]t115t144|[L]EP|[M]EO|[L]DK|[M]EY|[L/M]AR|[L/M]AS|[M]FA|[L]DM|[M]EZ|[L/M]AT|[L]DT|[M]EP|[L]DX|[M]t145t114|[L/M]AX|[M]DK|[L/M]AW|[M]DM|[L]DW|[M]DT|[L/M]DV|[M]DX|[L/M]DS|[L]EO|[M]DR|[L/M]DQ|[L]DU|[L/M]AV|[M]DW|[L/M]DP|[M]DU|[L/M]X|[L/M]DN|[L/M]DL|[M]t115t144|[L]DR|[M]EO|[L/M]EY|[L/M]FA|[L/M]EZ|[L/M]EP|[M]t145t114|[L/M]DK|[L/M]DX|[L/M]EJ|[L/M]DZ|[L/M]EE|[M]EH|[L/M]EL|[L/M]EB|[M]EF|[L/M]EK|[L]EH|[M]t135t128|[L/M]EA|[L]EF|[L/M]DY|[L/M]DL|[M]t115t71|[M]t23t3|[L/M]BT|[L/M]D|[L/M]B|
9|;1;0,606382978723404;0,322033898305085;0,638297872340426;0,357142857142857;1,12798595428467;132;114;80;94;94;[L/M]A|[L/M]C|[L/M]E|[L/M]BS|[L/M]P|[L/M]BU|[L/M]Q|[L/M]BW|[L/M]CF|[L/M]R|[L/M]BY|[L]CF|[M]U|[L/M]T|[L/M]V|[L]CH|[M]S|[L]U|[M]F|[L/M]BZ|[L]S|[M]W|[L]CF|[M]CG|[L/M]AG|[L/M]CH|[L]F|[L]W|[M]CK|[L]CL|[M]CI|[L/M]BX|[L]CG|[M]t86t89|[L/M]AM|[L]CG|[M]CL|[L/M]AP|[M]CM|[L/M]AO|[M]CN|[L]CM|[M]CL|[L/M]AQ|[M]CM|[L]BT|[M]t90t83|[L]CI|[M]CF|[L]CN|[M]CG|[L]CK|[M]CH|[L/M]AN|[M]CK|[L/M]CI|[L/M]AH|[M]t86t89|[L/M]CL|[L/M]CM|[L/M]X|[M]t90t83|[L/M]CF|[L/M]CG|[L/M]CH|[L/M]CK|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[L]CL|[L]CM|[M]t90t83|[L]CK|[M]CF|[L/M]CG|[L/M]CH|[L]CJ|[M]CK|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[L/M]CH|[L/M]CJ|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[L]CK|[L/M]CH|[L/M]CJ|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[L/M]CH|[M]CJ|[L/M]CI|[M]t86t73|[L/M]BV|[M]t23t3|[M]BT|[L/M]D|[L/M]B|
23|;1;0,316666666666667;0,11377245508982;0,316666666666667;0,11377245508982;0,747167825698853;100;93;52;60;60;[L/M]A|[M]C|[L]DP|[M]E|[L]C|[M]G|[L/M]BS|[L]E|[M]I|[L]BT|[M]L|[L]G|[M]J|[L]DK|[M]O|[L]DM|[M]t9t7|[L]I|[M]M|[L]J|[M]H|[L]DT|[M]F|[L]DX|[M]W|[L]L|[M]t22t24|[L]O|[M]t70t114|[L]DQ|[M]DK|[L]DW|[M]DM|[L]DS|[M]Y|[L]DU|[M]DT|[L]M|[M]DX|[L/M]DR|[M]DQ|[L]DP|[M]Z|[L]H|[M]DS|[L]DN|[M]DV|[L]F|[M]DW|[L/M]AA|[L]W|[M]DU|[L]EO|[M]DP|[L]Y|[M]DN|[L]EU|[M]DL|[L]Z|[M]t115t144|[L]DL|[M]EO|[L]DS|[M]EU|[L]EV|[M]EW|[L/M]AB|[M]EV|[L/M]EP|[L]X|[M]t145t114|[L/M]DK|[L/M]DM|[L/M]DX|[L/M]DT|[L]EW|[L/M]DR|[L/M]DQ|[M]DS|[L/M]DW|[L/M]DV|[L/M]DU|[L]DV|[M]DP|[L/M]DN|[L/M]DL|[M]t27t23|[M]t115t71|[M]X|[M]t23t3|[M]BT|[L/M]D|[L/M]B|
34|;1;0,607142857142857;0,333333333333333;0,628571428571429;0,357723577235772;2,02697205543518;185;167;115;140;140;[L/M]A|[L/M]C|[L/M]BS|[L/M]E|[L/M]P|[M]Q|[M]R|[M]T|[M]U|[M]V|[L/M]BU|[M]S|[L/M]CF|[L]Q|[M]F|[L/M]BW|[L]CG|[M]W|[L]R|[M]t22t43|[L/M]CA|[L]V|[L/M]CG|[L/M]CH|[L/M]CD|[L]U|[L]CM|[L/M]CJ|[L]S|[L]BX|[M]CI|[L]D|[M]t86t89|[L]CI|[M]CL|[L]F|[M]CM|[L]W|[M]CN|[L/M]CL|[L]CM|[L/M]CM|[L/M]AR|[M]t90t83|[L/M]CF|[L/M]AS|[L/M]CG|[L/M]AT|[L/M]CH|[L/M]AX|[L/M]AW|[L/M]CK|[L/M]AV|[L/M]CI|[L]CL|[M]t86t89|[L/M]CL|[L/M]CM|[L/M]X|[L]CF|[M]t90t83|[L]CH|[M]CF|[L/M]CG|[L/M]CH|[L/M]CK|[L]CF|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L]T|[M]CG|[L]CF|[M]CH|[L/M]CK|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[L/M]CH|[L/M]CK|[L/M]CI|[M]t86t89|[M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[M]CH|[L/M]CK|[L/M]CI|[M]t86t89|[L/M]CL|[M]CM|[M]t90t83|[L/M]CB|[M]CF|[L/M]CG|[L/M]CH|[L/M]CK|[L/M]CI|[L]CL|[L]CM|[L]CN|[M]t86t89|[L/M]CL|[L/M]CM|[L]CF|[M]t90t83|[L]CG|[M]CF|[L/M]CG|[L/M]CH|[L]CJ|[M]CK|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[M]CF|[L]CH|[M]CG|[L/M]CH|[L/M]CJ|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[L/M]CH|[L]CK|[M]CJ|[L/M]CI|[M]t86t89|[L/M]CL|[L/M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[L/M]CH|[L/M]CJ|[L/M]CI|[M]t86t89|[L/M]CL|[M]CM|[M]t90t83|[L/M]CF|[L/M]CG|[L/M]CH|[L/M]CJ|[L/M]CI|[M]BX|[M]t86t73|[L/M]BV|[M]t23t3|[L/M]BT|[M]D|[L/M]B|
30|;1;0,282051282051282;0,097345132743363;0,282051282051282;0,097345132743363;0,464146137237549;65;62;34;39;39;[L/M]A|[L/M]C|[L/M]E|[M]P|[M]Q|[M]R|[M]T|[M]U|[L/M]BS|[L]P|[M]V|[L]DK|[M]S|[L]Q|[M]F|[L]DM|[M]W|[L]DT|[M]t22t24|[L]DX|[M]t70t114|[L]R|[M]DK|[L]DR|[M]DM|[L]DV|[M]Y|[L]DQ|[M]DT|[L/M]DW|[M]DX|[L]T|[M]DR|[L]DP|[M]DQ|[L]U|[M]Z|[L/M]DS|[L]BT|[M]DV|[L]V|[M]AA|[L/M]DU|[L]S|[M]DP|[L/M]DN|[L]F|[M]AB|[L/M]DL|[L]W|[L]Y|[M]t27t23|[L]Z|[M]t115t71|[L]AA|[M]X|[L]AB|[M]t23t3|[L]X|[M]BT|[L/M]D|[L/M]B|
24|;1;0,285714285714286;0,096385542168675;0,303571428571429;0,104294478527607;0,830801963806152;98;90;51;56;56;[L/M]A|[L/M]C|[M]E|[M]P|[M]Q|[M]R|[M]T|[L/M]BS|[L]E|[M]U|[L]DK|[M]V|[L]P|[M]S|[L]DX|[M]F|[L]Q|[M]W|[L]DZ|[M]t70t114|[L]EJ|[M]DK|[L]EE|[M]t22t43|[L]EM|[M]DX|[L]R|[M]EE|[L/M]EG|[M]DZ|[L/M]EC|[L]EK|[M]EJ|[L/M]EF|[L]V|[L/M]EI|[L/M]EA|[M]EE|[L]U|[M]EG|[L]T|[M]EF|[L]S|[M]EI|[L/M]EE|[L]AT|[M]EH|[L]F|[M]EF|[L]EG|[M]EI|[L]W|[M]EE|[L]X|[M]EH|[L/M]EF|[L/M]AR|[L/M]AS|[L]EI|[M]AT|[L]EE|[L/M]AR|[M]AS|[L]EH|[M]EM|[L]AV|[M]EK|[L]EH|[M]t135t128|[L/M]AT|[L]DL|[M]DY|[L/M]AW|[L]EF|[L/M]AX|[L]EI|[M]DL|[L]EE|[M]AV|[L]B|[M]t115t71|[L]D|[M]X|[L]EF|[M]t23t3|[L]DY|[L/M]BT|[M]D|[L]AS|[M]B|
20|;1;0,4625;0,187817258883249;0,5625;0,260115606936416;1,20734095573425;132;109;74;80;80;[L/M]A|[L/M]C|[L]X|[L/M]E|[L/M]P|[L]EI|[M]Q|[L]DK|[M]R|[L]Q|[M]T|[L]DX|[M]U|[L]EE|[M]V|[L]R|[M]S|[L]EJ|[M]F|[L]DZ|[M]W|[L]EM|[M]t22t24|[L]AA|[M]BS|[L]EG|[M]t70t114|[L]V|[M]DK|[L]T|[M]DX|[L]EK|[M]EE|[L]U|[M]EG|[L/M]EF|[M]DZ|[L/M]EC|[M]EJ|[L/M]EI|[L]S|[M]EE|[L/M]EG|[L]EE|[L]F|[M]EF|[L]W|[M]EI|[L]EH|[M]EE|[L/M]Y|[L/M]Z|[M]EG|[L/M]AA|[L/M]EF|[L/M]AB|[M]EI|[L/M]AC|[L/M]EE|[L/M]AF|[L/M]AE|[L/M]EG|[L/M]EF|[L/M]AD|[L/M]EI|[L/M]Y|[L/M]Z|[L/M]EE|[L]EH|[L]AB|[M]EG|[L/M]EF|[L]BS|[L/M]EI|[L/M]EE|[L/M]EG|[L/M]EF|[L/M]EI|[L/M]EE|[L/M]EH|[L/M]EF|[L/M]EI|[L/M]EE|[L/M]EA|[M]EH|[L/M]EF|[L/M]EI|[L/M]EE|[L]EG|[M]EH|[L/M]EF|[L]EI|[M]EM|[L]EE|[M]EK|[L]EG|[M]t135t128|[L]EF|[M]AA|[L/M]DY|[M]AB|[L/M]DL|[M]t27t23|[M]t115t71|[M]X|[M]t23t3|[L/M]BT|[L/M]D|[L/M]B|
140|;1;0,368421052631579;0,137254901960784;0,447368421052631;0,182795698924731;0,417134046554565;63;55;34;38;38;[L/M]A|[L/M]C|[L/M]E|[L/M]BS|[L]CR|[M]G|[L/M]L|[L/M]I|[L]DB|[L/M]J|[L]CU|[L/M]O|[L]CX|[M]t9t7|[L]CV|[M]M|[L]CS|[M]H|[L]CT|[M]F|[L]CZ|[M]W|[L]M|[M]t22t43|[L]CY|[M]CO|[L]H|[M]DB|[L]F|[M]CU|[L]G|[M]CX|[L]W|[M]CS|[L]CP|[L/M]AR|[M]CV|[L]BT|[M]CZ|[L/M]AS|[M]CT|[L/M]AT|[L/M]AX|[M]t99t95|[L/M]AW|[M]CY|[L/M]AV|[M]CR|[L]CO|[M]CP|[L/M]X|[M]t23t3|[M]BT|[L/M]D|[L/M]B|
141|;1;0,532608695652174;0,239024390243902;0,565217391304348;0,26530612244898;1,18090295791626;139;124;84;92;92;[L]EG|[M]A|[L/M]C|[L]EO|[L/M]E|[L/M]BS|[L/M]G|[L/M]L|[L]DK|[L]DN|[L]EQ|[M]I|[L/M]J|[L]EO|[M]O|[L]DX|[M]t9t7|[L/M]M|[L]DT|[L]FF|[M]H|[L]DS|[M]F|[L]BT|[M]W|[L]DR|[M]t70t114|[L]DQ|[M]DK|[L]H|[M]t22t43|[L]DV|[M]DM|[L]F|[M]DT|[L]DP|[M]DX|[L/M]DW|[L]W|[M]DQ|[L]DU|[M]DR|[L]I|[M]DS|[L/M]AR|[M]DV|[L/M]AS|[L]DL|[M]DU|[L/M]AT|[L]EO|[M]DP|[L/M]AW|[L/M]AX|[M]DN|[M]DL|[L]EQ|[M]t115t144|[L/M]AV|[M]EO|[L]ET|[M]EQ|[L/M]X|[M]ES|[L/M]ER|[L/M]EP|[L/M]FC|[L/M]FG|[L/M]FF|[L/M]FE|[L/M]FD|[M]EO|[L]EU|[M]EQ|[L]EX|[M]ET|[L]EV|[M]ER|[L/M]EP|[L/M]FC|[L/M]FE|[L/M]FF|[L/M]FG|[L/M]FD|[L]DM|[M]EO|[L/M]EU|[L/M]EX|[L/M]EV|[L/M]EP|[L/M]FC|[L/M]FE|[M]FF|[L/M]FG|[L/M]FD|[L/M]EO|[L]O|[M]EU|[L]ES|[M]EX|[L]ER|[M]EV|[L/M]EP|[M]t145t114|[L/M]DK|[L/M]DX|[L/M]DZ|[L/M]EJ|[L/M]EE|[M]EG|[L/M]EN|[L/M]EC|[L]A|[L/M]EK|[L/M]EA|[L/M]EF|[M]t135t128|[L/M]DY|[L/M]DL|[M]t115t71|[M]t23t3|[M]BT|[L/M]D|[L/M]B|
131|;1;0,5;0,216494845360825;0,476190476190476;0,2;1,3188750743866;138;120;76;84;84;[L/M]A|[L/M]C|[L]EE|[M]E|[L/M]BS|[L/M]P|[M]Q|[L]DK|[M]R|[L]Q|[M]T|[L]DX|[M]U|[L]DZ|[M]V|[L]EJ|[M]S|[L]EE|[M]F|[L]R|[M]W|[L]T|[M]t70t114|[L]EB|[M]DK|[L]EL|[M]t22t43|[L]V|[M]DX|[L]U|[M]EE|[L/M]EG|[L]S|[M]DZ|[L/M]EF|[M]EJ|[L]EA|[M]EB|[L]EO|[M]EI|[L]EK|[M]EE|[L]EI|[M]EG|[L]F|[M]EF|[L]W|[M]EI|[L/M]EE|[M]EH|[L/M]AR|[M]EF|[L/M]AS|[M]EI|[L]EG|[M]EE|[L/M]AT|[M]EH|[L/M]EF|[L/M]AW|[L/M]AX|[M]EL|[L]EI|[M]EA|[L/M]AV|[M]EK|[L/M]X|[L]EE|[M]t135t128|[L]EH|[M]DY|[L]EF|[M]DL|[L]DY|[M]t115t144|[L]DL|[M]EO|[L/M]EQ|[L/M]ES|[L/M]ER|[L/M]EP|[L/M]FC|[L/M]FG|[L]DY|[M]FE|[L/M]FF|[L/M]FD|[M]EO|[L/M]EQ|[L/M]ES|[L/M]ER|[L/M]EP|[M]t145t114|[L/M]DK|[L/M]DX|[L/M]EJ|[L/M]EE|[L]ED|[L/M]DZ|[M]ED|[L/M]EL|[L/M]EH|[L/M]EK|[L/M]EA|[L/M]EF|[L]EI|[L]E|[L]EH|[M]t135t128|[L]EF|[M]DY|[L]FE|[M]DL|[L]EO|[M]t115t71|[L]DL|[M]t23t3|[L/M]BT|[L/M]D|[L/M]B|
130|;1;0,608108108108108;0,286624203821656;0,72972972972973;0,415384615384615;0,84063196182251;115;92;72;74;74;[L/M]A|[L/M]C|[L]AH|[L]BK|[L/M]E|[L/M]BS|[L/M]P|[L/M]CO|[L/M]Q|[L/M]DB|[L/M]R|[L/M]CX|[L/M]CU|[L/M]T|[L]CT|[L/M]CV|[L/M]CS|[L/M]U|[L]AZ|[L/M]V|[L]CY|[L/M]CW|[L/M]S|[L/M]F|[L/M]CU|[M]W|[L/M]CV|[L]W|[L]CR|[L/M]AG|[L]CP|[M]DA|[L/M]AM|[L]BT|[M]CT|[L/M]AO|[M]t99t95|[L/M]AQ|[L/M]AP|[M]CY|[L/M]AN|[L/M]AH|[L]X|[M]CR|[L]AY|[M]CP|[L/M]X|[L]BO|[M]AY|[L]BP|[M]BO|[L/M]BG|[L]S|[M]BK|[L/M]BM|[M]BP|[L/M]BI|[L/M]BN|[L/M]BE|[L/M]BF|[L/M]BJ|[L/M]BD|[L/M]BL|[L/M]BH|[L/M]BB|[M]AZ|[L/M]E|[L/M]P|[L/M]Q|[L/M]R|[L/M]T|[L/M]U|[L/M]V|[M]S|[L/M]F|[L/M]W|[L/M]AG|[L/M]AM|[M]AO|[M]AP|[L/M]AQ|[M]AN|[L]AP|[M]AH|[L]AO|[M]X|[L]DA|[M]t23t3|[L]AN|[M]BT|[L/M]D|[L/M]B|
33|;1;0,348837209302325;0,12396694214876;0,302325581395349;0,102362204724409;0,605118036270142;80;70;40;43;43;[L/M]A|[M]C|[L]B|[M]E|[L]AX|[M]P|[L]E|[M]Q|[L/M]BS|[M]R|[L]P|[M]T|[L/M]CO|[M]U|[L]CV|[M]V|[L]D|[M]S|[L]Q|[M]F|[L/M]DB|[M]W|[L/M]CX|[L/M]CS|[M]t22t43|[L]R|[M]AR|[L/M]CU|[L/M]CT|[M]AS|[L/M]DA|[L]T|[M]AT|[L/M]CV|[L]U|[M]AR|[L]V|[M]AS|[L/M]CY|[L/M]CW|[L]S|[L]F|[L/M]CU|[L]W|[L]CR|[M]CV|[L]AR|[M]AT|[L]CP|[M]AW|[L]AS|[M]AX|[L]BT|[M]t99t95|[L]AT|[M]CR|[L]AR|[M]AV|[L]AS|[M]CP|[L]AT|[M]X|[L]AV|[M]t23t3|[L]X|[M]BT|[L]C|[M]D|[L]AW|[M]B|
144|;1;0,430769230769231;0,170731707317073;0,430769230769231;0,170731707317073;0,815363883972168;101;96;59;65;65;[L/M]A|[L/M]C|[M]E|[M]G|[L/M]BS|[L]E|[M]I|[L]H|[M]L|[L]DK|[M]J|[L]G|[M]O|[L]DM|[M]t9t7|[L]L|[M]M|[L]I|[M]H|[L]AV|[M]F|[L]J|[M]W|[L]DT|[M]t70t114|[L]O|[M]DK|[L]DX|[M]t22t43|[L]DV|[M]DM|[L]DW|[M]AR|[L]DQ|[M]DT|[L]AL|[M]DX|[L]M|[M]AS|[L/M]DS|[M]DQ|[L/M]DR|[L]DU|[M]DV|[L]H|[L/M]DP|[M]DW|[L]F|[M]DU|[L/M]DN|[L]W|[M]AT|[L/M]DL|[L]AG|[L]BT|[M]AW|[L]AI|[M]AX|[L]AK|[M]AV|[L]AJ|[M]t115t71|[L/M]X|[L/M]AY|[L/M]BO|[L/M]BP|[L/M]BQ|[L/M]BR|[L/M]AZ|[L/M]E|[L/M]G|[L/M]I|[L/M]L|[L/M]J|[L/M]N|[M]t9t7|[L/M]M|[M]H|[L/M]F|[L/M]W|[L]AR|[M]AG|[L]AS|[M]AI|[L]AT|[M]AK|[L]AW|[M]AL|[L]AX|[M]AJ|[L/M]AH|[L/M]X|[M]t23t3|[M]BT|[L/M]D|[L/M]B|
38|;1;0,322314049586777;0,111111111111111;0,413223140495868;0,157232704402516;2,96032905578613;204;184;113;121;121;[L/M]A|[L/M]C|[L/M]BS|[L/M]E|[L]DK|[L/M]G|[L]DM|[L/M]I|[L]DX|[L]DT|[L/M]J|[L/M]L|[L]DS|[L]DW|[M]t9t7|[L/M]N|[M]M|[L]DR|[M]H|[L]DV|[M]F|[L]DQ|[M]W|[L]DU|[M]t70t114|[L]M|[M]DK|[L]DP|[M]DM|[L]DN|[L]H|[M]DT|[L]DL|[M]DX|[L]F|[M]DQ|[L]W|[M]DR|[L]EO|[M]DS|[L]EU|[M]DV|[L/M]AG|[M]DW|[L/M]AM|[L]EW|[M]AP|[L/M]AO|[M]DU|[L/M]AQ|[M]DP|[L]EV|[M]DN|[L/M]AN|[M]DL|[M]t115t144|[M]EO|[L]EP|[M]EQ|[L/M]AH|[M]ES|[L]FC|[M]ER|[L/M]X|[M]EP|[L]FG|[M]FC|[L/M]FE|[L/M]FF|[M]FG|[L/M]FD|[L/M]EO|[L/M]EQ|[L]ES|[M]ET|[L/M]ER|[L/M]EP|[M]FC|[L]DK|[M]FE|[L]FC|[M]FF|[L]DM|[M]FG|[L]DX|[M]FD|[L]DT|[M]EO|[L]DQ|[M]EY|[L]DW|[M]FA|[L]DR|[M]EZ|[L]DS|[M]EP|[L]DV|[M]FC|[L]DU|[M]FE|[L]DP|[M]FF|[L]DN|[M]FG|[L]DL|[M]FD|[L/M]EO|[L]EZ|[M]EY|[L]EX|[M]FB|[L]EV|[M]EZ|[L/M]EP|[L/M]FC|[L/M]FE|[L/M]FF|[L/M]FG|[L/M]FD|[L/M]EO|[L]EY|[M]EU|[L]FB|[M]EW|[L]EZ|[M]EV|[L/M]EP|[L]FF|[M]t145t114|[L]FG|[M]DK|[L]FE|[M]DM|[L]FD|[M]DT|[L]EO|[M]DX|[L]EQ|[M]DQ|[L]ET|[M]DR|[L]ER|[M]DS|[L]EP|[M]DV|[L]FC|[M]DW|[L]FE|[M]DU|[L]FF|[M]DP|[L]AP|[M]DN|[L]FG|[M]DL|[L]FD|[M]t115t144|[L/M]EO|[L]EY|[M]EU|[L]FA|[M]EX|[L]EU|[M]EV|[L/M]EP|[M]t145t114|[L/M]DK|[L/M]DM|[L/M]DT|[L/M]DX|[L/M]DV|[L/M]DW|[L/M]DQ|[L/M]DU|[L/M]DS|[L/M]DR|[L/M]DP|[L/M]DN|[L/M]DL|[M]t115t71|[M]t23t3|[L/M]BT|[L/M]D|[L/M]B|
28|;1;0,488095238095238;0,206030150753769;0,511904761904762;0,22279792746114;1,15707206726074;135;118;77;84;84;[L/M]A|[L/M]C|[L/M]E|[L/M]BS|[L/M]G|[L]DU|[L/M]I|[M]J|[L/M]L|[M]K|[L]DM|[M]I|[L/M]J|[L/M]N|[L]DX|[L]DT|[M]t9t7|[L]K|[M]M|[L]DR|[M]H|[L]DW|[M]F|[L]M|[M]W|[L]I|[M]t70t114|[L]DS|[M]DK|[L]DQ|[M]t22t43|[L]DV|[M]DM|[L]J|[M]AR|[L]DP|[M]DT|[L]DU|[M]DX|[L]H|[L]DN|[M]DQ|[L]F|[M]DR|[L]W|[M]DS|[L]DL|[M]DV|[L]BT|[M]DW|[L]AR|[M]DU|[L]EO|[M]DP|[L]EY|[M]DN|[L]EO|[M]DL|[L/M]AS|[M]t115t144|[L]FA|[L/M]AT|[M]EO|[L/M]AW|[L]EZ|[M]EQ|[L/M]AX|[L]EP|[M]ET|[L/M]AV|[M]ER|[L]FC|[M]EP|[L/M]X|[M]FC|[L/M]FG|[L/M]FF|[L/M]FE|[L/M]FD|[L]B|[L/M]EO|[L/M]EQ|[L/M]ET|[L/M]ER|[L/M]EP|[L/M]FC|[L/M]FE|[L/M]FG|[L/M]FF|[L/M]FD|[M]EO|[L]EQ|[M]EY|[L]ET|[M]FA|[L]ER|[M]EZ|[L/M]EP|[M]t145t114|[L/M]DK|[L/M]DM|[L/M]DX|[L/M]DT|[L/M]DS|[L/M]DQ|[L/M]DR|[L/M]DW|[L/M]DV|[L]DK|[M]DU|[L/M]DP|[L/M]DN|[L/M]DL|[M]t115t71|[M]t23t3|[M]BT|[L/M]D|[M]B|
